,county_name,candidatevotes,party,"county, state",State,household internet
1718,Massac,4997,Republican,"Massac, IL",IL,85.2
1719,Mcdonough,7027,Republican,"Mcdonough, IL",IL,85.2
1720,Mchenry,82260,Republican,"Mchenry, IL",IL,85.2
1721,Mclean,43933,Democrat,"Mclean, IL",IL,85.2
1722,Menard,4764,Republican,"Menard, IL",IL,85.2
1723,Moultrie,4964,Republican,"Moultrie, IL",IL,85.2
1724,Ogle,16248,Republican,"Ogle, IL",IL,85.2
1725,Peoria,43578,Democrat,"Peoria, IL",IL,85.2
1726,Piatt,6248,Republican,"Piatt, IL",IL,85.2
1727,Rock island,36691,Democrat,"Rock island, IL",IL,85.2
1728,Sangamon,53485,Republican,"Sangamon, IL",IL,85.2
1729,St. clair,68325,Democrat,"St. clair, IL",IL,85.2
1730,Stephenson,12521,Republican,"Stephenson, IL",IL,85.2
1731,Tazewell,42513,Republican,"Tazewell, IL",IL,85.2
1732,Whiteside,14527,Republican,"Whiteside, IL",IL,85.2
1733,Will,183915,Democrat,"Will, IL",IL,85.2
1734,Winnebago,64056,Democrat,"Winnebago, IL",IL,85.2
1735,Woodford,14799,Republican,"Woodford, IL",IL,85.2
1736,Box elder,21548,Republican,"Box elder, UT",UT,90.4
1737,Cache,38032,Republican,"Cache, UT",UT,90.4
1738,Daggett,496,Republican,"Daggett, UT",UT,90.4
1739,Davis,104135,Republican,"Davis, UT",UT,90.4
1740,Duchesne,7512,Republican,"Duchesne, UT",UT,90.4
1741,Emery,4207,Republican,"Emery, UT",UT,90.4
1742,Iron,18989,Republican,"Iron, UT",UT,90.4
1743,Juab,5087,Republican,"Juab, UT",UT,90.4
1744,Millard,5404,Republican,"Millard, UT",UT,90.4
1745,Piute,773,Republican,"Piute, UT",UT,90.4
1746,Rich,1157,Republican,"Rich, UT",UT,90.4
1747,Salt lake,289906,Democrat,"Salt lake, UT",UT,90.4
1748,Sanpete,10459,Republican,"Sanpete, UT",UT,90.4
1749,Tooele,21014,Republican,"Tooele, UT",UT,90.4
1750,Uintah,13261,Republican,"Uintah, UT",UT,90.4
1751,Utah,192812,Republican,"Utah, UT",UT,90.4
1752,Wasatch,10795,Republican,"Wasatch, UT",UT,90.4
1753,Weber,65949,Republican,"Weber, UT",UT,90.4
1754,Carson city,16113,Republican,"Carson city, NV",NV,85.0
1755,Churchill,9367,Republican,"Churchill, NV",NV,85.0
1756,Clark,521777,Democrat,"Clark, NV",NV,85.0
1757,Elko,16734,Republican,"Elko, NV",NV,85.0
1758,Esmeralda,395,Republican,"Esmeralda, NV",NV,85.0
1759,Eureka,887,Republican,"Eureka, NV",NV,85.0
1760,Lander,2198,Republican,"Lander, NV",NV,85.0
1761,Lyon,20906,Republican,"Lyon, NV",NV,85.0
1762,Nye,17527,Republican,"Nye, NV",NV,85.0
1763,Pershing,1731,Republican,"Pershing, NV",NV,85.0
1764,Storey,1901,Republican,"Storey, NV",NV,85.0
1765,Washoe,128052,Democrat,"Washoe, NV",NV,85.0
1766,White pine,3400,Republican,"White pine, NV",NV,85.0
1767,Clackamas,139043,Democrat,"Clackamas, OR",OR,88.5
1768,Clatsop,12916,Democrat,"Clatsop, OR",OR,88.5
1769,Coos,21829,Republican,"Coos, OR",OR,88.5
1770,Crook,11287,Republican,"Crook, OR",OR,88.5
1771,Deschutes,65962,Democrat,"Deschutes, OR",OR,88.5
1772,Gilliam,834,Republican,"Gilliam, OR",OR,88.5
1773,Harney,3475,Republican,"Harney, OR",OR,88.5
1774,Hood river,8764,Democrat,"Hood river, OR",OR,88.5
1775,Josephine,31751,Republican,"Josephine, OR",OR,88.5
1776,Klamath,25308,Republican,"Klamath, OR",OR,88.5
1777,Lane,134366,Democrat,"Lane, OR",OR,88.5
1778,Malheur,8187,Republican,"Malheur, OR",OR,88.5
1779,Multnomah,367249,Democrat,"Multnomah, OR",OR,88.5
1780,Tillamook,8354,Republican,"Tillamook, OR",OR,88.5
1781,Umatilla,21270,Republican,"Umatilla, OR",OR,88.5
1782,Wallowa,3404,Republican,"Wallowa, OR",OR,88.5
1783,Wasco,7035,Republican,"Wasco, OR",OR,88.5
1784,Washington,209940,Democrat,"Washington, OR",OR,88.5
1785,Yamhill,29551,Republican,"Yamhill, OR",OR,88.5
1786,District 1,3511,Republican,"District 1, AK",AK,87.4
1787,District 10,8081,Republican,"District 10, AK",AK,87.4
1788,District 11,7096,Republican,"District 11, AK",AK,87.4
1789,District 12,7893,Republican,"District 12, AK",AK,87.4
1790,District 13,4652,Republican,"District 13, AK",AK,87.4
1791,District 14,6714,Republican,"District 14, AK",AK,87.4
1792,District 15,2671,Republican,"District 15, AK",AK,87.4
1793,District 16,4274,Democrat,"District 16, AK",AK,87.4
1794,District 17,4136,Democrat,"District 17, AK",AK,87.4
1795,District 18,4681,Democrat,"District 18, AK",AK,87.4
1796,District 19,3118,Democrat,"District 19, AK",AK,87.4
1797,District 2,3674,Republican,"District 2, AK",AK,87.4
1798,District 20,4881,Democrat,"District 20, AK",AK,87.4
1799,District 21,5414,Democrat,"District 21, AK",AK,87.4
1800,District 22,4684,Republican,"District 22, AK",AK,87.4
1801,District 23,3810,Democrat,"District 23, AK",AK,87.4
1802,District 24,5378,Republican,"District 24, AK",AK,87.4
1803,District 25,4600,Democrat,"District 25, AK",AK,87.4
1804,District 26,5243,Republican,"District 26, AK",AK,87.4
1805,District 27,4844,Democrat,"District 27, AK",AK,87.4
1806,District 28,6264,Democrat,"District 28, AK",AK,87.4
1807,District 29,7464,Republican,"District 29, AK",AK,87.4
1808,District 3,6076,Republican,"District 3, AK",AK,87.4
1809,District 30,7180,Republican,"District 30, AK",AK,87.4
1810,District 31,6971,Republican,"District 31, AK",AK,87.4
1811,District 32,4440,Republican,"District 32, AK",AK,87.4
1812,District 33,7535,Democrat,"District 33, AK",AK,87.4
1813,District 34,5763,Democrat,"District 34, AK",AK,87.4
1814,District 35,5011,Democrat,"District 35, AK",AK,87.4
1815,District 36,5114,Republican,"District 36, AK",AK,87.4
1816,District 37,2560,Democrat,"District 37, AK",AK,87.4
1817,District 38,3202,Democrat,"District 38, AK",AK,87.4
1818,District 39,3580,Democrat,"District 39, AK",AK,87.4
1819,District 4,5345,Democrat,"District 4, AK",AK,87.4
1820,District 40,2318,Democrat,"District 40, AK",AK,87.4
1821,District 5,4204,Democrat,"District 5, AK",AK,87.4
1822,District 6,5770,Republican,"District 6, AK",AK,87.4
1823,District 7,7027,Republican,"District 7, AK",AK,87.4
1824,District 8,7618,Republican,"District 8, AK",AK,87.4
1825,District 9,7787,Republican,"District 9, AK",AK,87.4
1826,District 99,373,Democrat,"District 99, AK",AK,87.4
1827,District of columbia,317323,Democrat,"District of columbia, DC",DC,86.8
1828,Fairfield,297505,Democrat,"Fairfield, CT",CT,87.8
1829,Hartford,283368,Democrat,"Hartford, CT",CT,87.8
1830,Litchfield,55601,Republican,"Litchfield, CT",CT,87.8
1831,New haven,242630,Democrat,"New haven, CT",CT,87.8
1832,New london,79459,Democrat,"New london, CT",CT,87.8
1833,Tolland,44151,Democrat,"Tolland, CT",CT,87.8
1834,Windham,29141,Republican,"Windham, CT",CT,87.8
1835,Federal precinct,1276,Democrat,"Federal precinct, RI",RI,86.6
1836,Newport,29486,Democrat,"Newport, RI",RI,86.6
1837,Providence,165012,Democrat,"Providence, RI",RI,86.6
1838,Hawaii,58731,Democrat,"Hawaii, HI",HI,87.5
1839,Honolulu,238866,Democrat,"Honolulu, HI",HI,87.5
1840,Kauai,21225,Democrat,"Kauai, HI",HI,87.5
1841,Maui,47305,Democrat,"Maui, HI",HI,87.5
1842,New castle,195034,Democrat,"New castle, DE",DE,87.9
1843,Sussex,71230,Republican,"Sussex, DE",DE,87.9
